,date,username,tweet,hashtags,nlikes,sentiment
146,2021-07-30 05:58:48,Robert4787,Excellent summary of Pegasus from its beginning to where it is now spytech Israel NSO spyware CyberSecurity   httpstcoOwvTLmESFz,['pegasus' 'spytech' 'israel' 'nso' 'spyware' 'cybersecurity'],2,1.0
147,2021-07-30 05:57:52,WendyBugliari,LongAsUCan2 NO fuqqing way Israel gets a buy in Are we fighting spyware or NOT Climate rehabilitation or NOT The squads aggression is necessity at this point and wtf Hillary got involved is messing me UP bigly,[],1,2.0
148,2021-07-30 05:57:38,CoordEuropa,La spyware Pegasus colpisce in Azerbaijan  httpstcouzBMLOBx1H via BalcaniCaucaso,[],0,0.0
149,2021-07-30 05:56:27,spyware54,ระวังไฟเซอร์หาย,[],0,0.0
150,2021-07-30 05:55:02,MiddleEastMnt,Israel is investigating NSO over spyware scandal following complaints from journalists politicians and human rights defenders  httpstcoOeKx8VrFYI,[],4,0.0
151,2021-07-30 05:53:50,chopinsheart,Gantz in Paris to discuss spyware scandal as Israeli officials inspect NSO offices    Israeli Defense admits NSO offices visited Wed their first acknowledgment of the NSO issue  httpstcoLsQtO0uWPs,[],0,1.0
152,2021-07-30 05:53:16,1960carlosg,Alemar5S edlara357 LoboEstepar guruchuirer alarcondibujos ¿o sea que los conocio a todos Historial medico habitos costumbres familiares y vida diaria familiar y todo eso Creo que ud Utiliza el spyware pegasuso es pariente de todos,[],2,1.0
153,2021-07-30 05:52:55,janeworld1,ericgarland NPR Suspensions are in response to investigation by the Pegasus Project a consortium of media outlets that reported companys Pegasus spyware was linked to hacks and potential surveillance of telephones of people including journalists human rights activists and heads of state,[],1,0.0
154,2021-07-30 05:52:34,spyware54,บล็อกอัมรินทร์ ทีวี,[],0,0.0
155,2021-07-30 05:51:42,MimTea,Check your phones for this Israeli developed spyware which is the centre of so many reclamations globally  httpstcoFeWPIpVx8e,[],0,1.0
156,2021-07-30 05:49:24,naifkuri,Preguntas frecuentes Que saber sobre el spyware Pegasus y como proteger su telefono  The Washington Post  httpstco1Z6vFSNin5,[],0,0.0
157,2021-07-30 05:48:53,Misabh2020,tathagata2 Which world are u living in Sir Is it UTOPIAN  Worst GDP Worst economy Worst Emploment Worst Covid Mangement  Oxygen Shortage Floating Human Bodies Pegasus spyware scandal Farmers Protest Central Vistayou need more    httpstcoqDRXETwvYn,[],0,2.0
158,2021-07-30 05:46:47,jatoiroshan,sanchitgarg We dont need any thing from Apple this September because Pegasus spyware is already fully compatible with their products,[],0,0.0
159,2021-07-30 05:46:41,SoerenHeard,Leaks Reveal Spyware Meant To Track Criminals Targeted Activists Instead freshAir   httpstcoMdc9KiFIUt,['freshair'],0,0.0
160,2021-07-30 05:46:33,PapaESoCo,A Tech Firm Has Blocked Some Governments From Using Its Spyware Over Misuse Claims  httpstcoOAjK3AcFVe,[],0,2.0
161,2021-07-30 05:45:26,sanjaymehta,Facebook Wanted NSO Spyware to Monitor iOS Users  deletefacebook pegasus  Funny thing is that all these clowns whining about NSO are also on Fecesbook   httpstcoBRb3Rxix41,['deletefacebook' 'pegasus'],0,1.0
162,2021-07-30 05:43:07,belowsealevelco,Leaks Reveal Spyware Meant To Track Criminals Targeted Activists Instead  httpstcoLEvFlwv1Gl,[],0,0.0
163,2021-07-30 05:41:38,crypto_Prothean,”Spywarelike features have been discovered inside an app named ’Beijing One Pass’ that foreign companies operating in China are forced to install on their systems in order to access a digital platform to manage employee state benefits”   httpstcorupwjxnbLS,['china'],0,2.0
164,2021-07-30 05:40:34,enidlogan,NSO Group Blocks Some Governments From Using Its Spyware Over Misuse Claims  NPR  httpstcobG7JfH5FT0,[],0,0.0
165,2021-07-30 05:40:14,YDanasmithdutra,tammysager TeresaCCarter2 iblametom DavidManOnFire RussellSieg clearingfog I love my friend Thomas I know how brilliant he is I didn’t know he had a knack for spyware Good to know   I’ll be adding you to my spyware tweets ThomasS4217 😘,[],5,1.0
166,2021-07-30 05:39:16,SoupFlavors,ggingervitis Images photos emails messages taken on the new phone could pop up on the old one if it’s still syncing I don’t think you could install spyware on the new phone from the old one though,[],1,1.0
167,2021-07-30 05:38:44,voiceofbillu404,चलिए अब खेला  खुलेगा 🤔 Pegasus A New App Claims It Can Detect the Spyware on Phones  httpstcooRZr0svfkl,[],2,1.0
168,2021-07-30 05:38:41,LeakedsourceFan,Made a new forum account,[],0,1.0
169,2021-07-30 05:37:57,RavinderKapur2,Over 500 individuals and groups have endorsed an open letter to CJI NV Ramana urging immediate intervention of the SC on matters pertaining to Indian end of the international Pegasus spyware scandal  The letter request the Government to provide time bound answers to questions ,[],41,0.0
170,2021-07-30 05:37:43,freegazaorg,Mexico says officials spent 61 million on Pegasus spyware  httpstcoiDFoTvouAz,[],3,2.0
171,2021-07-30 05:35:32,campuscodi,NEW Spyware features found in Chinese employee state benefits app   httpstcoClDyOJMXli  httpstco3RWd0ykylP,[],27,1.0
172,2021-07-30 05:35:11,clearing_fog,Israeli spyware company NSO Group has temporarily blocked several government clients around the world from using its technology as the company investigates their possible 👉misuse👈 a company employee told NPR on Thursday  Not “misuse”  it’s by design   httpstcowOtUJR50vR,[],17,0.0
173,2021-07-30 05:34:19,belowsealevelco,NSO Group Blocks Some Governments From Using Its Spyware Over Misuse Claims  NPR  httpstco7strJt1sCI,[],0,0.0
174,2021-07-30 05:32:31,gertdecooman,“pushing back against the proliferation of technologies that operate like commercial intelligence services”  Opinion  Global spyware such as Pegasus is a threat to democracy Here’s how to stop it  The Washington Post  httpstcoGZfYhp5OPO,[],1,0.0
175,2021-07-30 05:31:29,thesirengroup,Spyware amp hacks  fileflex executive cyber advisor amp security expert E Dubrovsky weighs in AlexpiersonAMP ONPoint podcast   httpstcojyciUDkwW0,['spyware' 'hacks' 'cyber' 'security' 'onpoint' 'podcast'],1,0.0
176,2021-07-30 05:30:48,EINSoftwareNews,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoDkoqpYiOjK,[],0,0.0
177,2021-07-30 05:30:23,AmlecHouse,MySecTV  Live at 1000am AEST  DroneShield 2Q21 Results  PLUS  Spyware Attacks  mysecuritytv drones droneshield spyware cybersecurity ECU,['mysecuritytv' 'drones' 'droneshield' 'spyware' 'cybersecurity' 'ecu'],1,1.0
178,2021-07-30 05:28:38,ViaTecnologica,¿Sera cierto NSO Group lleva algunos anos sonando con escandalos relacionados a privacidad y spyware senalandose como responsable de explotar una vulnerabilidad en WhatsApp que en 2019 instalaba Pegasus con tan solo recibir una llamada ViaTec,['pegasus' 'viatec'],0,0.0
179,2021-07-30 05:28:37,dawnat1618,GodzillaGreg 1 nothing wrong with transparency  2 its wrong to go through someone elses phone open their mail etc 3 if you feel the need to spy on your spouse you need a marriage counselor or a divorce lawyer not spyware,[],0,2.0
180,2021-07-30 05:28:31,Robert4787,Spyware for use in antiterror investigations is being misused to watch journalists professors and Politicians across the world much of which originates in the NSO Group based in Israel Pegasus SiliconValley privacy    httpstco7dulBOMUUd,"['spyware' 'journalists' 'professors' 'politicians' 'israel' 'pegasus'
 'siliconvalley' 'privacy']",7,1.0
181,2021-07-30 05:25:08,nswint,This Week in Google Audio  Put Another Lettuce on the Barbie  NSO spyware Jeff Bezos rocket Tweetdeck revamp ASUS CX9  httpstcoNpu69oPnnp,[],0,0.0
182,2021-07-30 05:24:02,AustCyberSecMag,MySecTV  Live at 1000am AEST  DroneShield 2Q21 Results  PLUS  Spyware Attacks  httpstcoMnhFsuH6sf MySecurityTV drones droneshield spyware cybersecurity ECU  httpstcoUz2Ih0zkQ5,['mysecuritytv' 'drones' 'droneshield' 'spyware' 'cybersecurity' 'ecu'],0,1.0
183,2021-07-30 05:24:01,DrasticNews,MySecTV  Live at 1000am AEST  DroneShield 2Q21 Results  PLUS  Spyware Attacks  httpstcoodTlco1Nhx MySecurityTV drones droneshield spyware cybersecurity ECU  httpstco2SD2DFpwIU,['mysecuritytv' 'drones' 'droneshield' 'spyware' 'cybersecurity' 'ecu'],0,1.0
184,2021-07-30 05:23:00,apsmagazine,MySecTV  Live at 1000am AEST  DroneShield 2Q21 Results  PLUS  Spyware Attacks  httpstcoTqokRFTmdS MySecurityTV drones droneshield spyware cybersecurity ECU,['mysecuritytv' 'drones' 'droneshield' 'spyware' 'cybersecurity' 'ecu'],0,1.0
185,2021-07-30 05:20:52,valueterminal,These two should get together maybe he could help her uninstall the BonziBuddy spyware  httpstcoY26BWO6WHP,[],4,0.0
186,2021-07-30 05:20:27,PulpNews,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  Jul 29  748 PM ET  httpstco7Bq9xtiPqn,[],0,0.0
187,2021-07-30 05:16:06,L_Capotorto,Spyware why the booming surveillance tech industry is vulnerable to corruption and abuse  via TCglobal  httpstcoToEXM6ACAb,[],0,2.0
188,2021-07-30 05:15:14,ishaannnnnnnn,POSSIBLE MISUSE  ITS A SPYWARE  WHO ARE YOU KIDDING  WHO IS THIS SUPPOSED TO BE TARGETED AT WHICH IDIOT,[],1,2.0
189,2021-07-30 05:14:01,JackieA01667188,Pegasus Project reveals spyware targeting journalists and activists  – USA Herald  httpstco1KpfNnI5gd,[],1,0.0
190,2021-07-30 05:12:36,fortivus,Israeli authorities raid offices of spyware maker Pegasus Cybersecurity security via  httpstcoV7FfW08zbr  httpstcokoBxPZeIZn,['cybersecurity' 'security'],0,0.0
191,2021-07-30 05:11:25,LAESMediaTech,New story on NPR NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoYDBKglH9sd  httpstcoaCTRryRSm0,[],0,1.0
192,2021-07-30 05:10:56,KolHaolam,ISRAEL Reuters Israeli spyware firm NSO Group temporarily blocked several government clients from using its product as it investigates possible misuse of the tech,[],5,2.0
193,2021-07-30 05:10:33,nickafkas,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstco649NItagLJ,[],0,0.0
194,2021-07-30 05:09:27,GottaLaff,The Israeli spyware firm NSO Group has temporarily blocked several government clients from using its product as it investigates their possible misuse of the technology an employee told NPR  httpstcotTqHBJoNmb,[],5,2.0
195,2021-07-30 05:08:54,LeakedsourceFan,Why is hackedforums down,[],0,2.0
196,2021-07-30 05:08:39,NPR,JUST IN The Israeli spyware firm NSO Group has temporarily blocked several government clients from using its product as it investigates their possible misuse of the technology an employee told NPR  httpstcozeCqDPRFaI,[],156,2.0
197,2021-07-30 05:08:27,The0nlyMadMan,LegalEagle a video idea in the spirit of today’s upload NSO Group Israeli Pegasus Spyware NSA Julian Assange Edward Snowden etc,[],0,0.0
198,2021-07-30 05:07:15,sunflowervol51,O QUE FAZER SE RECEBE UM DM COM UM LINK PARA O INSTAGRAM ⛔️⛔️⛔️⛔️   1 NAO ABRA  E um spyware que rouba sua conta e a usa para continuar enviando mais links para suas mutuas   SE VOCE RECEBEU O DM Exclua o link e notifique seu mutuo para alterar a senha,[],0,0.0
199,2021-07-30 05:06:03,RealityKicks,memo Amnesty reports on a cyber spyware  httpstcoaZ3kznNQhL,[],0,0.0
200,2021-07-30 05:04:22,JackieA01667188,Pegasus Project reveals spyware targeting journalists and activists  – USA Herald  httpstcoZVgkQ34Js5,[],0,0.0
201,2021-07-30 05:03:39,Z21Mazinger,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoX8oFFmjNmQ,[],2,0.0
202,2021-07-30 05:03:22,JT28195148,business BW Tiktok is just invasive Chinese spyware Don’t need it in my life,[],0,0.0
203,2021-07-30 05:00:44,Charotar2020,Rights group calls for moratorium on the use of spyware in Mexico  httpstcov95x1lzr5f,[],0,0.0
204,2021-07-30 04:56:41,Marketsbylili,Take your mobile privacy back with a degoogled’ Android  google services without the spyware amp data collection  1 buy a google pixel 4a or 5 2 Install CalyxOS on it I just followed this video  httpstcoi0ryTSJNxn 3 Download apps on FDroid or Aurora store,[],79,0.0
205,2021-07-30 04:54:47,AthrynGeier,Israel spyware scandal is similar to arms sales used to carry out genocides analyst says Courtesy memo  July 29 2021 at 1220 pm   httpstco9u6Vy665uR,[],0,0.0
206,2021-07-30 04:54:06,rvp,Pegasus NSO Spyware Snooping Surveillance Sec43InfoTechAct Sec69InfoTechAct Sec66InfoTechAct   httpstcoBaBzX9sEOB   malhotravineet7  AnumaVidisha of INCIndia  SudeshBJP of BJP4India  ajaydata  Me RaviVisvesvarayaSharadaPrasad rvp  On NewsX TV Thu 29 July 2021,"['pegasus' 'nso' 'spyware' 'snooping' 'surveillance' 'sec43infotechact'
 'sec69infotechact' 'sec66infotechact' 'ravivisvesvarayasharadaprasad']",0,0.0
207,2021-07-30 04:53:35,PBIcanada,A statement from EspacioOsc highlights that consorciooaxaca lawyer Yesica Sanchez Maya was among the Mexican human rights defenders targeted by the Pegasus spyware She works to stop femicide and violence against women  httpstcotDskljwjNk PegasusProject PBIaccompanies  httpstcoAXwUAnRnbk,['pegasusproject' 'pbiaccompanies'],3,0.0
208,2021-07-30 04:51:10,Bitesizewn,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoKN2y9tswVe,[],0,0.0
209,2021-07-30 04:49:10,Bitesizewn,Nervous about spyware Heres how to protect yourself  httpstcoexpijaKwbp,[],0,0.0
210,2021-07-30 04:47:57,AthrynGeier,US voices concerns to Israel about NSO Israeli spyware Courtesy memo   July 29 2021 at 706 pm   httpstcoNVxDEOZJ2Q,[],0,0.0
211,2021-07-30 04:44:07,NicolaCrow2,Opinion  Global spyware such as Pegasus is a threat to democracy Here’s how to stop it  httpstcoiXexM90XqY,[],0,0.0
212,2021-07-30 04:44:01,Ben11568527,washingtonpost You really think Israels afraid of facing that spyware scandal,[],1,2.0
213,2021-07-30 04:43:58,Oscar_YA_ZHANG,New story on NPR NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoLFYgxubOJQ,[],0,1.0
214,2021-07-30 04:41:49,spellboundmage,Oh man very dark but in the Superidols dimension something like a terrible algorithms that make it harder for starting idols to get noticed on idoltube or an app that has spyware on it that steals original songs or of course anything made for Crimson Signal all work as shames,[],6,2.0
215,2021-07-30 04:40:57,NMR85929562,Global spyware such as Pegasus is a threat to democracy Here’s how to stop it   httpstcoBSxwIALmsc,[],0,0.0
216,2021-07-30 04:40:39,rvp,Pegasus NSO Spyware Snooping Surveillance Sec43InfoTechAct Sec69InfoTechAct Sec66InfoTechAct   httpstcoBaBzX9sEOB   malhotravineet7  AnumaVidisha of INCIndia  SudeshBJP of BJP4India  ajaydata  Me RaviVisvesvarayaSharadaPrasad rvp  On NewsX TV Thu 29 July 2021,"['pegasus' 'nso' 'spyware' 'snooping' 'surveillance' 'sec43infotechact'
 'sec69infotechact' 'sec66infotechact' 'ravivisvesvarayasharadaprasad']",0,0.0
217,2021-07-30 04:40:31,safinmad,Zuck had sued NSO ⬇️ yet NSO claims he wanted their spyware per Vice for facebook   httpstcokJunyx0u4Q,[],1,0.0
218,2021-07-30 04:40:17,HackersReview_,Israeli authorities raid offices of spyware maker Pegasus    httpstcofh3mylyUlV Malware cybersecurity  hacker infosec cyberattack ethicalhacking ransomware cybercrime hackers security pentesting linux phishing technology IoT  httpstcoyJn5yFLNMr,"['malware' 'cybersecurity' 'hacker' 'infosec' 'cyberattack'
 'ethicalhacking' 'ransomware' 'cybercrime' 'hackers' 'security'
 'pentesting' 'linux' 'phishing' 'technology' 'iot']",5,0.0
219,2021-07-30 04:40:05,deesbarbara,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcogKVoogxMXB,[],2,0.0
220,2021-07-30 04:39:53,rvp,Pegasus NSO Spyware Snooping Surveillance Sec43InfoTechAct Sec69InfoTechAct Sec66InfoTechAct   httpstcoBaBzX9sEOB   malhotravineet7  AnumaVidisha of INCIndia  SudeshBJP of BJP4India  ajaydata  Me RaviVisvesvarayaSharadaPrasad rvp  On NewsX TV Thu 29 July 2021,"['pegasus' 'nso' 'spyware' 'snooping' 'surveillance' 'sec43infotechact'
 'sec69infotechact' 'sec66infotechact' 'ravivisvesvarayasharadaprasad']",0,0.0
221,2021-07-30 04:39:45,marcos_bicalho,A tchurma que comprou o juiz para prender o Lula e tiralo da eleicao que queria comprar um spyware israelense para chantagear adversarios que se elegeu por 20 anos via urna eletronica quer plantar a confusao eleitoral   Se Bozo provar que se elegeu via fraude vai preso,[],3,0.0
222,2021-07-30 04:39:24,suarajakarta88,New post Kelompok HAM menyerukan moratorium penggunaan spyware di Meksiko   Berita Andres Manuel Lopez Obrador  httpstcouBMwE2BPFP,[],0,1.0
223,2021-07-30 04:38:56,LeakedsourceFan,YO I GOT A 4 CHAR,[],0,0.0
224,2021-07-30 04:37:16,rvp,Pegasus NSO Spyware Snooping Surveillance Sec43InfoTechAct Sec69InfoTechAct Sec66InfoTechAct   httpstcoBaBzX9sEOB   malhotravineet7  AnumaVidisha of INCIndia  SudeshBJP of BJP4India  ajaydata  Me RaviVisvesvarayaSharadaPrasad rvp  On NewsX TV Thu 29 July 2021,"['pegasus' 'nso' 'spyware' 'snooping' 'surveillance' 'sec43infotechact'
 'sec69infotechact' 'sec66infotechact' 'ravivisvesvarayasharadaprasad']",0,0.0
225,2021-07-30 04:37:11,USRealityCheck,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations The Israeli firm is under scrutiny after reports its products were used by countries seeking to spy on dissidents and leaders  httpstcoNfdRtotGjP,[],0,2.0
226,2021-07-30 04:36:14,Healitnow,Leaks Expose Israeli Spyware Abused Worldwide  httpstcoRQwhlwLqm8 via YouTube,[],0,0.0
227,2021-07-30 04:34:49,techdotintel,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations gt  httpstco3Zrz5EJ2IE technews technology news,['technews' 'technology' 'news'],0,0.0
228,2021-07-30 04:33:01,nprworld,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcow3Y30XX4uE,[],0,0.0
229,2021-07-30 04:32:14,TomBalawejder,DanielEstrin carriecordero NPR Spyware misused  httpstco3RbJh9K1Pe,[],0,0.0
230,2021-07-30 04:32:10,Francis_Aln,adfichter Which spyware companies did they bankroll ,[],0,0.0
231,2021-07-30 04:31:49,AnnyAllerton,The other Usual Suspect NSO Group’s Pegasus Spyware can infect your phone without you doing anything  keep up with patches 📱🕵️ CyberSpiracy InfoSec   httpstcolzkHzqznFj  httpstcoR1Qutjwy4h,['spyware' 'cyberspiracy' 'infosec'],0,2.0
232,2021-07-30 04:30:05,rcg_media,Tecnologia 📱 ¿Sabias que Los usuarios que recolectan informacion privada sin su consentimiento se conocen como spyware 🧐  httpstco1m1BEnmbxp,['tecnólogia'],0,0.0
233,2021-07-30 04:30:05,3rdStng,How effective is iPhone security in protecting users against Pegasus spyware CyberTalk  httpstcoEAeKFhOAgh,['security' 'users' 'cybertalk'],0,1.0
234,2021-07-30 04:29:53,SploogeSlayer,Cybersecurity experts in Mexico say there is currently little to no regulation or legislation in the country to oversee the use of privately purchased spyware and virtually anyone is at risk  httpstcoLwmnMDFA14,[],0,2.0
235,2021-07-30 04:28:20,Wildharv,JavierGoya7 Instead of crying about it he started building  He took Googles chrome browser stripped all the spyware out of it and launched Brave  Its a great browser all on its own and you can ignore the cryptocurrency aspect of it if you wish,[],1,1.0
236,2021-07-30 04:28:10,christinayiotis,“ Israeli spyware company NSO Group has temporarily blocked several government clients around the world from using its technology as the company investigates their possible misuse” NSO Employee Says Some Contracts Suspended    httpstco3cL8jjWZBS NPR Surveillance Privacy,['israeli' 'nso' 'surveillance' 'privacy'],1,0.0
237,2021-07-30 04:24:09,ApriaMalita,New story on NPR NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoV5Vcz4MarY,[],0,1.0
238,2021-07-30 04:23:36,TimonichevDenja,New story on NPR NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcotRa1iwhgZi,[],0,1.0
239,2021-07-30 04:22:57,DanielEstrin,5 The company employee would not name or quantify the government agencies NSO has recently suspended from using its spyware claiming Israeli defense regulations prohibit the company from identifying its clients,[],3,0.0
240,2021-07-30 04:22:56,DanielEstrin,3 The company has been under scrutiny in the wake of the reports The Israeli government has also faced pressure since it regulates the sale of spyware technology to other countries Now the company says it is suspending some clients access to its technology,[],5,2.0
241,2021-07-30 04:22:55,DanielEstrin,2 The suspensions are in response to an investigation by a consortium of media outlets that reported the companys Pegasus spyware was linked to hacks and potential surveillance of telephones of people including journalists human rights activists and heads of state,['pegasus'],4,0.0
242,2021-07-30 04:22:55,DanielEstrin,1 Israeli spyware company NSO Group has temporarily blocked several government clients around the world from using its technology as the company investigates possible misuse a company employee told NPR on Thursday,['nso'],16,0.0
243,2021-07-30 04:22:45,mel_ryan1,RT Asuretidp RT threatpost Authorities from multiple agencies of the Israeli government visited NSOGroup as part of a new investigation into claims that it’s selling spyware to threat actors for targeted cyberattacks Pegasus cybersecurity   httpstcoLJxrvBE8B9,['rt' 'spyware' 'cyberattacks' 'pegasus' 'cybersecurity'],0,1.0
244,2021-07-30 04:21:45,NcsVentures,What is spyware — and how can you protect yourself  itsecurity  infosec  httpstcospEq4OmEqv,['itsecurity' 'infosec'],1,0.0
245,2021-07-30 04:21:44,GregoryDEvans,What is spyware — and how can you protect yourself  itsecurity  infosec  httpstcoWZzFCEQxTF,['itsecurity' 'infosec'],1,0.0
246,2021-07-30 04:20:06,SocialRota,Facebook Wanted NSO Spyware to Monitor Users NSO CEO Claims 2020  httpstcoEGoQz6jxJ0,[],0,0.0
247,2021-07-30 04:19:03,randalldrew,thatdarn NormOrnstein I wonder if Bibi Netanyahu gave the dotard that mobile phone spyware to use on Qevin and all those other lackeys who once criticized him but now sing his praises looking at you Ted Lindsey and little Marco,['dotard'],2,2.0
248,2021-07-30 04:18:15,billm9,Snowden People Who Bankroll the Spyware Industry Should Be in Prison     httpstcoxPY3eocftZ,[],0,0.0
249,2021-07-30 04:17:42,JM_Coppede,New story on NPR NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoKeCwSR2qSR,[],0,1.0
250,2021-07-30 04:17:23,xalfeed,NPR NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcomJI4dM42BY,[],0,0.0
251,2021-07-30 04:17:03,ZyiteGadgets,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcow5IoaWcNXq  httpstcoYtTYaMC7vT,[],0,0.0
252,2021-07-30 04:17:03,GiGiCaponePR,News  NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcotvwa3i4rTV via NPR  httpstcoLkf9xYiGBX,[],0,0.0
253,2021-07-30 04:17:03,akbarth3great,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoXG5U7jQwJ0,[],1,0.0
254,2021-07-30 04:17:03,BerkleyBearNews,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoViw8MfszOK,[],0,0.0
255,2021-07-30 04:15:54,LatestTable,Rights group calls for moratorium on the use of spyware in Mexico  httpstcoHMdWdt1Ru6,[],0,0.0
256,2021-07-30 04:15:51,kamzou08,New story on NPR NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcohEyHdzaPZB,[],0,1.0
257,2021-07-30 04:15:34,karmynkast,TechNews NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoT8KFGNLx7B,['technews'],0,0.0
258,2021-07-30 04:15:09,SecurityNewsbot,Israeli authorities investigate NSO Group over Pegasus spyware abuse claims  httpstcoM2EfJz91ND TheRegister,['spyware' 'theregister'],1,0.0
259,2021-07-30 04:15:03,AbbasM,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoaesnQB6J0b,[],0,0.0
260,2021-07-30 04:13:04,WCMUNews,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstco0dliFkFIgj  httpstcovKRZhxuCUR,[],0,0.0
261,2021-07-30 04:12:32,npralltech,NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoCfGqhHM9l2,[],1,0.0
262,2021-07-30 04:12:22,SaraIramGL,amnesty claims Rwandan authorities have used Pegasus “spyware to potentially target more than 3500 activists journalists and politicians” including ckanimba Today on OneWorldCNN EleniGiokos asked Rwanda’s Justice Minister to respond to these allegations Listen below👇,['rwandan' 'pegasus'],8,1.0
263,2021-07-30 04:10:41,joshuamills044,The recent Pegasus spyware scandal has conveniently served to divert attention from the worlds biggest hacker US   If it can care so little about killing human beings en masse – it will hardly have second thoughts about hacking computers and mobiles    httpstcovpZjACkK4F,['pegasus'],1,2.0
264,2021-07-30 04:10:26,littleclay2,jimmydore YouTube Yup I was hacked or something Past two days unable to access twitter The logon page glitzyspazingjumping around like the computer stepped in puddle of water Back to normal except now getting popups everywhere I go for protect yourself block spyware privacy etc,[],0,2.0
265,2021-07-30 04:10:15,Mit_Ist_Sosyal,El Cezire   Rights group calls for moratorium on the use of spyware in Mexico  httpstcoMuIbiZjCOB  httpstcolYymDcg6an,[],0,0.0
266,2021-07-30 04:10:02,The_NewArab,The IsraelMOD took to Twitter to explain that multiple government organisations had attended NSO Groups offices close to Tel Aviv following the Pegasus spyware scandal 👇 IsraeliSpyware   httpstcoFYRqHKHmHO,['nso' 'pegasus' 'spyware' 'israelispyware'],0,0.0
267,2021-07-30 04:10:01,eltiempolatino,Las empresas tecnologicas como Apple Facebook y Google podrian seguir ampliando sus politicas de encriptacion y manejo de data para proteger a sus usuarios de este tipo de spyware  httpstcoRZB1d3k0X1,[],0,0.0
268,2021-07-30 04:09:57,betterhn50,Facebook Wanted NSO Spyware to Monitor Users NSO CEO Claims 2020  httpstcozrIN95qKUC  httpstcoABIDrNjV6G,[],0,0.0
269,2021-07-30 04:09:02,UCSBInfoSec,Israeli Government Visits NSO Group Amid Spyware Claims   cybersecurity ITsecurity infosec UCSBinfosec    httpstcoSoYMI7rAVA  httpstcolu2AqPMUM7,['cybersecurity' 'itsecurity' 'infosec' 'ucsbinfosec'],2,0.0
270,2021-07-30 04:08:48,LeakedsourceFan,U there SleepTheGod,[],0,0.0
271,2021-07-30 04:06:55,NewsJaun,White House has spoken to Israeli officials about spyware concerns following Pegasus Project revelations  httpstco7lrdn4AZuA,[],0,0.0
272,2021-07-30 04:04:54,thesaucem,ShugKnight10 Ah yes the Cue Cat The most prolific bundle of spyware with hardware the world has ever seen,[],2,1.0
273,2021-07-30 04:03:58,VampireLestat,darth Tankieskelly Your phone has the Pegasus spyware darth time to set it ablaze,[],0,0.0
274,2021-07-30 04:02:04,Inaru56401236,Impressive democracy youve got there Israel I guess that widelyadvertised spyware failed,[],0,1.0
275,2021-07-30 04:00:00,Info_Activism,Snowden People Who Bankroll the Spyware Industry Should Be in Prison  httpstcoChVCXchrVJ,[],9,0.0
276,2021-07-30 03:58:21,tammy_sager,YDanasmithdutra TeresaCCarter2 iblametom DavidManOnFire RussellSieg clearingfog Btw if you don’t already know Thomas is an excellent journalist regarding spyware I’ve read a lot of his past work so good 😄,[],9,1.0
277,2021-07-30 03:55:47,Treadstone71LLC,PEGASUS SPYWARE DECOMPILED  Thanks to vxunderground vxunderground I was able to decompile the sources he gathered  httpstcoFMs1Km13Nv,[],5,1.0
278,2021-07-30 03:54:46,tammy_sager,DavidManOnFire Lol this Ability firm looks to be in a league of its own in criminality I do hope to circle back to it amp do a thread all of its own ☺️  The individuals do tie into so much of the close amp closedlip Israeli Spyware industry,['israeli' 'spyware'],1,1.0
279,2021-07-30 03:53:51,ani_bencohen,World Service radio radically broadens BBC’s framing of spyware story  httpstco2N9AlJwDCQ via UKMediaWatch,[],0,0.0
280,2021-07-30 03:52:11,ecupuntocom,Tecnologia · Hackeos durante la pandemia casi 8000 detecciones de spyware     httpstco9q7vAdqpHo   ESETECUADOR 29Jul Hackeos  httpstco3FfilaDCQM,['tecnologia' '29jul' 'hackeos'],0,0.0
